ID	Symbol	Name	Gene Groups
10563	CXCL13	C-X-C motif chemokine ligand 13	Chemokine ligands
9547	CXCL14	C-X-C motif chemokine ligand 14	Chemokine ligands
58191	CXCL16	C-X-C motif chemokine ligand 16	Chemokine ligands, Scavenger receptors
284340	CXCL17	C-X-C motif chemokine ligand 17	Chemokine ligands
3577	CXCR1	C-X-C motif chemokine receptor 1	Interleukin receptors, C-X-C motif chemokine receptors, CD molecules
3579	CXCR2	C-X-C motif chemokine receptor 2	Interleukin receptors, C-X-C motif chemokine receptors, CD molecules
2833	CXCR3	C-X-C motif chemokine receptor 3	C-X-C motif chemokine receptors, CD molecules
7852	CXCR4	C-X-C motif chemokine receptor 4	C-X-C motif chemokine receptors, CD molecules
643	CXCR5	C-X-C motif chemokine receptor 5	C-X-C motif chemokine receptors, CD molecules
10663	CXCR6	C-X-C motif chemokine receptor 6	C-X-C motif chemokine receptors, CD molecules
159013	CXorf38	chromosome X open reading frame 38	
100130361	CXorf49	chromosome X open reading frame 49	Proteins encoded by multiple genes
100132994	CXorf49B	chromosome X open reading frame 49B	Proteins encoded by multiple genes
100129239	CXorf51A	chromosome X open reading frame 51A	
100133053	CXorf51B	chromosome X open reading frame 51B	
254158	CXorf58	chromosome X open reading frame 58	
158830	CXorf65	chromosome X open reading frame 65	
347487	CXorf66	chromosome X open reading frame 66	
30827	CXXC1	CXXC finger protein 1	Zinc fingers CXXC-type, PHD finger proteins
80319	CXXC4	CXXC finger protein 4	Zinc fingers CXXC-type
51523	CXXC5	CXXC finger protein 5	Zinc fingers CXXC-type
1528	CYB5A	cytochrome b5 type A	
80777	CYB5B	cytochrome b5 type B	
124637	CYB5D1	cytochrome b5 domain containing 1	
124936	CYB5D2	cytochrome b5 domain containing 2	Membrane associated progesterone receptor family
51706	CYB5R1	cytochrome b5 reductase 1	Flavoproteins
51700	CYB5R2	cytochrome b5 reductase 2	Flavoproteins
1727	CYB5R3	cytochrome b5 reductase 3	Flavoproteins
51167	CYB5R4	cytochrome b5 reductase 4	Flavoproteins
606495	CYB5RL	cytochrome b5 reductase like	Flavoproteins
1534	CYB561	cytochrome b561	Cytochrome b561
220002	CYB561A3	cytochrome b561 family member A3	Cytochrome b561
284613	CYB561D1	cytochrome b561 family member D1	Cytochrome b561
11068	CYB561D2	cytochrome b561 family member D2	Cytochrome b561
1535	CYBA	cytochrome b-245 alpha chain	
1536	CYBB	cytochrome b-245 beta chain	Flavoproteins
79415	CYBC1	cytochrome b-245 chaperone 1	
79901	CYBRD1	cytochrome b reductase 1	Cytochrome b561
1537	CYC1	cytochrome c1	Apoptosome, Mitochondrial complex III: ubiquinol-cytochrome c reductase complex subunits
54205	CYCS	cytochrome c, somatic	
23191	CYFIP1	cytoplasmic FMR1 interacting protein 1	SCAR/WAVE complex
26999	CYFIP2	cytoplasmic FMR1 interacting protein 2	SCAR/WAVE complex
114757	CYGB	cytoglobin	
1538	CYLC1	cylicin 1	
1539	CYLC2	cylicin 2	
1540	CYLD	CYLD lysine 63 deubiquitinase	Ubiquitin specific peptidases, MicroRNA protein coding host genes
1543	CYP1A1	cytochrome P450 family 1 subfamily A member 1	Cytochrome P450 family 1
1544	CYP1A2	cytochrome P450 family 1 subfamily A member 2	Cytochrome P450 family 1
1545	CYP1B1	cytochrome P450 family 1 subfamily B member 1	Cytochrome P450 family 1
1548	CYP2A6	cytochrome P450 family 2 subfamily A member 6	Cytochrome P450 family 2
1549	CYP2A7	cytochrome P450 family 2 subfamily A member 7	Cytochrome P450 family 2
1553	CYP2A13	cytochrome P450 family 2 subfamily A member 13	Cytochrome P450 family 2
1555	CYP2B6	cytochrome P450 family 2 subfamily B member 6	Cytochrome P450 family 2
1558	CYP2C8	cytochrome P450 family 2 subfamily C member 8	Cytochrome P450 family 2
1559	CYP2C9	cytochrome P450 family 2 subfamily C member 9	Cytochrome P450 family 2
1562	CYP2C18	cytochrome P450 family 2 subfamily C member 18	Cytochrome P450 family 2
1557	CYP2C19	cytochrome P450 family 2 subfamily C member 19	Cytochrome P450 family 2
1565	CYP2D6	cytochrome P450 family 2 subfamily D member 6	Cytochrome P450 family 2
1564	CYP2D7	cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene)	Cytochrome P450 family 2
1571	CYP2E1	cytochrome P450 family 2 subfamily E member 1	Cytochrome P450 family 2
1572	CYP2F1	cytochrome P450 family 2 subfamily F member 1	Cytochrome P450 family 2
1573	CYP2J2	cytochrome P450 family 2 subfamily J member 2	Cytochrome P450 family 2
120227	CYP2R1	cytochrome P450 family 2 subfamily R member 1	Cytochrome P450 family 2
29785	CYP2S1	cytochrome P450 family 2 subfamily S member 1	Cytochrome P450 family 2
113612	CYP2U1	cytochrome P450 family 2 subfamily U member 1	Cytochrome P450 family 2
54905	CYP2W1	cytochrome P450 family 2 subfamily W member 1	Cytochrome P450 family 2
1576	CYP3A4	cytochrome P450 family 3 subfamily A member 4	Cytochrome P450 family 3
1577	CYP3A5	cytochrome P450 family 3 subfamily A member 5	Cytochrome P450 family 3
1551	CYP3A7	cytochrome P450 family 3 subfamily A member 7	Cytochrome P450 family 3
64816	CYP3A43	cytochrome P450 family 3 subfamily A member 43	Cytochrome P450 family 3
1579	CYP4A11	cytochrome P450 family 4 subfamily A member 11	Cytochrome P450 family 4
284541	CYP4A22	cytochrome P450 family 4 subfamily A member 22	Cytochrome P450 family 4
1580	CYP4B1	cytochrome P450 family 4 subfamily B member 1	Cytochrome P450 family 4
8529	CYP4F2	cytochrome P450 family 4 subfamily F member 2	Cytochrome P450 family 4
4051	CYP4F3	cytochrome P450 family 4 subfamily F member 3	Cytochrome P450 family 4
11283	CYP4F8	cytochrome P450 family 4 subfamily F member 8	Cytochrome P450 family 4
57834	CYP4F11	cytochrome P450 family 4 subfamily F member 11	Cytochrome P450 family 4
66002	CYP4F12	cytochrome P450 family 4 subfamily F member 12	Cytochrome P450 family 4
126410	CYP4F22	cytochrome P450 family 4 subfamily F member 22	Cytochrome P450 family 4
285440	CYP4V2	cytochrome P450 family 4 subfamily V member 2	Cytochrome P450 family 4
260293	CYP4X1	cytochrome P450 family 4 subfamily X member 1	Cytochrome P450 family 4
199974	CYP4Z1	cytochrome P450 family 4 subfamily Z member 1	Cytochrome P450 family 4
1581	CYP7A1	cytochrome P450 family 7 subfamily A member 1	Cytochrome P450 family 7
9420	CYP7B1	cytochrome P450 family 7 subfamily B member 1	Cytochrome P450 family 7
1582	CYP8B1	cytochrome P450 family 8 subfamily B member 1	Cytochrome P450 family 8
1583	CYP11A1	cytochrome P450 family 11 subfamily A member 1	Cytochrome P450 family 11
1584	CYP11B1	cytochrome P450 family 11 subfamily B member 1	Cytochrome P450 family 11
1585	CYP11B2	cytochrome P450 family 11 subfamily B member 2	Cytochrome P450 family 11
1586	CYP17A1	cytochrome P450 family 17 subfamily A member 1	Cytochrome P450 family 17
1588	CYP19A1	cytochrome P450 family 19 subfamily A member 1	Cytochrome P450 family 19, MicroRNA protein coding host genes
57404	CYP20A1	cytochrome P450 family 20 subfamily A member 1	Cytochrome P450 family 20
1589	CYP21A2	cytochrome P450 family 21 subfamily A member 2	Cytochrome P450 family 21
1591	CYP24A1	cytochrome P450 family 24 subfamily A member 1	Cytochrome P450 family 24
1592	CYP26A1	cytochrome P450 family 26 subfamily A member 1	Cytochrome P450 family 26
56603	CYP26B1	cytochrome P450 family 26 subfamily B member 1	Cytochrome P450 family 26
340665	CYP26C1	cytochrome P450 family 26 subfamily C member 1	Cytochrome P450 family 26
1593	CYP27A1	cytochrome P450 family 27 subfamily A member 1	Cytochrome P450 family 27
1594	CYP27B1	cytochrome P450 family 27 subfamily B member 1	Cytochrome P450 family 27
339761	CYP27C1	cytochrome P450 family 27 subfamily C member 1	Cytochrome P450 family 27
51302	CYP39A1	cytochrome P450 family 39 subfamily A member 1	Cytochrome P450 family 39
10858	CYP46A1	cytochrome P450 family 46 subfamily A member 1	Cytochrome P450 family 46
1595	CYP51A1	cytochrome P450 family 51 subfamily A member 1	Cytochrome P450 family 51
78996	CYREN	cell cycle regulator of NHEJ	
81553	CYRIA	CYFIP related Rac1 interactor A	
51571	CYRIB	CYFIP related Rac1 interactor B	MicroRNA protein coding host genes
192668	CYS1	cystin 1	
10800	CYSLTR1	cysteinyl leukotriene receptor 1	Leukotriene receptors
57105	CYSLTR2	cysteinyl leukotriene receptor 2	Leukotriene receptors
375791	CYSRT1	cysteine rich tail 1	
84418	CYSTM1	cysteine rich transmembrane module containing 1	
9267	CYTH1	cytohesin 1	Pleckstrin homology domain containing, Cytohesins
9266	CYTH2	cytohesin 2	Pleckstrin homology domain containing, Cytohesins
9265	CYTH3	cytohesin 3	Pleckstrin homology domain containing, Cytohesins
27128	CYTH4	cytohesin 4	Pleckstrin homology domain containing, Cytohesins
9595	CYTIP	cytohesin 1 interacting protein	PDZ domain containing
54360	CYTL1	cytokine like 1	
116159	CYYR1	cysteine and tyrosine rich 1	
54987	CZIB	CXXC motif containing zinc binding protein	
728294	D2HGDH	D-2-hydroxyglutarate dehydrogenase	Flavoproteins
23002	DAAM1	dishevelled associated activator of morphogenesis 1	Armadillo like helical domain containing, Formins
23500	DAAM2	dishevelled associated activator of morphogenesis 2	Armadillo like helical domain containing, Formins
1600	DAB1	DAB adaptor protein 1	
1601	DAB2	DAB adaptor protein 2	
153090	DAB2IP	DAB2 interacting protein	C2 and RasGAP domain containing
1602	DACH1	dachshund family transcription factor 1	
117154	DACH2	dachshund family transcription factor 2	
51339	DACT1	dishevelled binding antagonist of beta catenin 1	Dishevelled binding antagonist of beta catenin family
168002	DACT2	dishevelled binding antagonist of beta catenin 2	Dishevelled binding antagonist of beta catenin family
147906	DACT3	dishevelled binding antagonist of beta catenin 3	Dishevelled binding antagonist of beta catenin family
1603	DAD1	defender against cell death 1	Oligosaccharyltransferase complex subunits
1605	DAG1	dystroglycan 1	
747	DAGLA	diacylglycerol lipase alpha	Lipases
221955	DAGLB	diacylglycerol lipase beta	Lipases
55152	DALRD3	DALR anticodon binding domain containing 3	MicroRNA protein coding host genes
199699	DAND5	DAN domain BMP antagonist family member 5	DAN family
1610	DAO	D-amino acid oxidase	Flavoproteins
267012	DAOA	D-amino acid oxidase activator	
1611	DAP	death associated protein	
7818	DAP3	death associated protein 3	Mitochondrial ribosomal proteins
1612	DAPK1	death associated protein kinase 1	ROCO family, Ankyrin repeat domain containing, Death associated protein kinases
23604	DAPK2	death associated protein kinase 2	Death associated protein kinases
1613	DAPK3	death associated protein kinase 3	MicroRNA protein coding host genes, Death associated protein kinases
92196	DAPL1	death associated protein like 1	
27071	DAPP1	dual adaptor of phosphotyrosine and 3-phosphoinositides 1	SH2 domain containing, Pleckstrin homology domain containing
1615	DARS1	aspartyl-tRNA synthetase 1	Aminoacyl tRNA synthetases, Class II
55157	DARS2	aspartyl-tRNA synthetase 2, mitochondrial	Aminoacyl tRNA synthetases, Class II
164781	DAW1	dynein assembly factor with WD repeats 1	WD repeat domain containing, Axonemal dynein assembly factors
1616	DAXX	death domain associated protein	
1617	DAZ1	deleted in azoospermia 1	RNA binding motif containing, DAZ RNA binding protein family 
57055	DAZ2	deleted in azoospermia 2	RNA binding motif containing, DAZ RNA binding protein family 
57054	DAZ3	deleted in azoospermia 3	RNA binding motif containing, DAZ RNA binding protein family 
57135	DAZ4	deleted in azoospermia 4	RNA binding motif containing, DAZ RNA binding protein family 
26528	DAZAP1	DAZ associated protein 1	RNA binding motif containing
9802	DAZAP2	DAZ associated protein 2	
1618	DAZL	deleted in azoospermia like	RNA binding motif containing, DAZ RNA binding protein family 
10926	DBF4	DBF4-CDC7 kinase regulatory subunit	Zinc fingers DBF-type
80174	DBF4B	DBF4B-CDC7 kinase regulatory subunit	Zinc fingers DBF-type
1621	DBH	dopamine beta-hydroxylase	
1622	DBI	diazepam binding inhibitor, acyl-CoA binding protein	
1627	DBN1	drebrin 1	
79007	DBNDD1	dysbindin domain containing 1	
55861	DBNDD2	dysbindin domain containing 2	
28988	DBNL	drebrin like	MicroRNA protein coding host genes
1628	DBP	D-box binding PAR bZIP transcription factor	PAR bZIP family
51163	DBR1	debranching RNA lariats 1	
1629	DBT	dihydrolipoamide branched chain transacylase E2	
120237	DBX1	developing brain homeobox 1	NKL subclass homeoboxes and pseudogenes
440097	DBX2	developing brain homeobox 2	NKL subclass homeoboxes and pseudogenes
9730	DCAF1	DDB1 and CUL4 associated factor 1	Armadillo like helical domain containing, DDB1 and CUL4 associated factors
26094	DCAF4	DDB1 and CUL4 associated factor 4	WD repeat domain containing, DDB1 and CUL4 associated factors
285429	DCAF4L1	DDB1 and CUL4 associated factor 4 like 1	WD repeat domain containing
138009	DCAF4L2	DDB1 and CUL4 associated factor 4 like 2	WD repeat domain containing
8816	DCAF5	DDB1 and CUL4 associated factor 5	WD repeat domain containing, DDB1 and CUL4 associated factors
55827	DCAF6	DDB1 and CUL4 associated factor 6	WD repeat domain containing, DDB1 and CUL4 associated factors, MicroRNA protein coding host genes
10238	DCAF7	DDB1 and CUL4 associated factor 7	WD repeat domain containing, DDB1 and CUL4 associated factors
50717	DCAF8	DDB1 and CUL4 associated factor 8	WD repeat domain containing, DDB1 and CUL4 associated factors
139425	DCAF8L1	DDB1 and CUL4 associated factor 8 like 1	WD repeat domain containing
347442	DCAF8L2	DDB1 and CUL4 associated factor 8 like 2	WD repeat domain containing
79269	DCAF10	DDB1 and CUL4 associated factor 10	WD repeat domain containing, DDB1 and CUL4 associated factors
80344	DCAF11	DDB1 and CUL4 associated factor 11	WD repeat domain containing, DDB1 and CUL4 associated factors
25853	DCAF12	DDB1 and CUL4 associated factor 12	WD repeat domain containing, DDB1 and CUL4 associated factors
139170	DCAF12L1	DDB1 and CUL4 associated factor 12 like 1	WD repeat domain containing
340578	DCAF12L2	DDB1 and CUL4 associated factor 12 like 2	WD repeat domain containing
25879	DCAF13	DDB1 and CUL4 associated factor 13	WD repeat domain containing, DDB1 and CUL4 associated factors, SSU processome
90379	DCAF15	DDB1 and CUL4 associated factor 15	DDB1 and CUL4 associated factors
54876	DCAF16	DDB1 and CUL4 associated factor 16	DDB1 and CUL4 associated factors
80067	DCAF17	DDB1 and CUL4 associated factor 17	DDB1 and CUL4 associated factors
79877	DCAKD	dephospho-CoA kinase domain containing	
140947	DCANP1	dendritic cell associated nuclear protein 1	
285761	DCBLD1	discoidin, CUB and LCCL domain containing 1	
131566	DCBLD2	discoidin, CUB and LCCL domain containing 2	
1630	DCC	DCC netrin 1 receptor	MicroRNA protein coding host genes, Fibronectin type III domain containing, I-set domain containing
117159	DCD	dermcidin	
341019	DCDC1	doublecortin domain containing 1	Doublecortin superfamily
51473	DCDC2	doublecortin domain containing 2	Doublecortin superfamily
149069	DCDC2B	doublecortin domain containing 2B	Doublecortin superfamily
728597	DCDC2C	doublecortin domain containing 2C	Doublecortin superfamily
8642	DCHS1	dachsous cadherin-related 1	Cadherin related
54798	DCHS2	dachsous cadherin-related 2	Cadherin related
1633	DCK	deoxycytidine kinase	Deoxyribonucleoside kinases
9201	DCLK1	doublecortin like kinase 1	Doublecortin superfamily
166614	DCLK2	doublecortin like kinase 2	Doublecortin superfamily
85443	DCLK3	doublecortin like kinase 3	Doublecortin superfamily
9937	DCLRE1A	DNA cross-link repair 1A	DNA cross-link repair family
64858	DCLRE1B	DNA cross-link repair 1B	DNA cross-link repair family
64421	DCLRE1C	DNA cross-link repair 1C	DNA cross-link repair family
1634	DCN	decorin	Small leucine rich repeat proteoglycans
55802	DCP1A	decapping mRNA 1A	
196513	DCP1B	decapping mRNA 1B	
167227	DCP2	decapping mRNA 2	Nudix hydrolase family
28960	DCPS	decapping enzyme, scavenger	Histidine triad superfamily
149095	DCST1	DC-STAMP domain containing 1	Ring finger proteins
127579	DCST2	DC-STAMP domain containing 2	
81501	DCSTAMP	dendrocyte expressed seven transmembrane protein	
1638	DCT	dopachrome tautomerase	
1635	DCTD	dCMP deaminase	
1639	DCTN1	dynactin subunit 1	Dynactin subunits
10540	DCTN2	dynactin subunit 2	Dynactin subunits
11258	DCTN3	dynactin subunit 3	Dynactin subunits
51164	DCTN4	dynactin subunit 4	Dynactin subunits
84516	DCTN5	dynactin subunit 5	Dynactin subunits
10671	DCTN6	dynactin subunit 6	Dynactin subunits
79077	DCTPP1	dCTP pyrophosphatase 1	
54165	DCUN1D1	defective in cullin neddylation 1 domain containing 1	
55208	DCUN1D2	defective in cullin neddylation 1 domain containing 2	
123879	DCUN1D3	defective in cullin neddylation 1 domain containing 3	
23142	DCUN1D4	defective in cullin neddylation 1 domain containing 4	
84259	DCUN1D5	defective in cullin neddylation 1 domain containing 5	
1641	DCX	doublecortin	Doublecortin superfamily
51181	DCXR	dicarbonyl and L-xylulose reductase	Short chain dehydrogenase/reductase superfamily
79016	DDA1	DET1 and DDB1 associated 1	
23576	DDAH1	dimethylarginine dimethylaminohydrolase 1	
23564	DDAH2	DDAH family member 2, ADMA-independent	
